Complexity metrics,星期日, 29 十一月 2015 12:47:30 CST
Method,eV(g),iV(g),V'(g),V(g)
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getFulfillmentGroupAdjustmentsValue()",1,2,2,2
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getFulfillmentGroupFees()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getFulfillmentGroupItems()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getFulfillmentOption()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getFulfillmentPrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getId()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getMerchandiseTotal()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getMethod()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getOrder()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getPersonalMessage()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getPhone()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getReferenceNumber()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getRetailFulfillmentPrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getRetailShippingPrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getSaleFulfillmentPrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getSaleShippingPrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getSequence()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getService()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getShippingOverride()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getShippingPrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getStatus()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getTaxes()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getTotal()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getTotalFeeTax()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getTotalFulfillmentGroupTax()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getTotalItemTax()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getTotalTax()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.getType()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.isPrimary()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.isShippingPriceTaxable()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.removeAllAdjustments()",1,3,3,3
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.removeAllCandidateOffers()",1,3,3,3
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.removeAllFulfillmentGroupFees()",1,2,2,2
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setAddress(Address)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setCandidateFulfillmentGroupOffer(List<CandidateFulfillmentGroupOffer>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setDeliveryInstruction(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setFulfillmentGroupAdjustments(List<FulfillmentGroupAdjustment>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setFulfillmentGroupFees(List<FulfillmentGroupFee>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setFulfillmentGroupItems(List<FulfillmentGroupItem>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setFulfillmentOption(FulfillmentOption)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setFulfillmentPrice(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setIsShippingPriceTaxable(Boolean)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setMerchandiseTotal(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setMethod(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setOrder(Order)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setPersonalMessage(PersonalMessage)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setPhone(Phone)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setPrimary(boolean)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setReferenceNumber(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setRetailFulfillmentPrice(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setRetailShippingPrice(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setSaleFulfillmentPrice(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setSaleShippingPrice(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setSequence(Integer)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setService(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setShippingOverride(Boolean)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setShippingPrice(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setStatus(FulfillmentGroupStatusType)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setTaxes(List<TaxDetail>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setTotal(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setTotalFeeTax(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setTotalFulfillmentGroupTax(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setTotalItemTax(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setTotalTax(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupImpl.setType(FulfillmentType)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.checkCloneable(FulfillmentGroupItem)",2,1,3,2
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.clone()",1,2,2,2
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.convertToMoney(BigDecimal)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.equals(Object)",8,3,9,8
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getCurrencyCode()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getFulfillmentGroup()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getHasProratedOrderAdjustments()",2,2,2,2
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getId()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getOrderItem()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getPrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getProratedOrderAdjustmentAmount()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getQuantity()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getRetailPrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getSalePrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getStatus()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getTaxes()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getTotalItemAmount()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getTotalItemTaxableAmount()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.getTotalTax()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.removeAssociations()",1,2,2,2
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setFulfillmentGroup(FulfillmentGroup)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setOrderItem(OrderItem)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setProratedOrderAdjustmentAmount(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setQuantity(int)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setStatus(FulfillmentGroupStatusType)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setTaxes(List<TaxDetail>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setTotalItemAmount(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setTotalItemTaxableAmount(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentGroupItemImpl.setTotalTax(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,1,2,2
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.equals(Object)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.getFulfillmentType()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.getId()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.getLongDescription()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.getName()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.getTaxCode()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.getTaxable()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.getUseFlatRates()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.setFulfillmentType(FulfillmentType)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.setLongDescription(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.setTaxCode(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.setTaxable(Boolean)",1,1,1,1
"org.broadleafcommerce.core.order.domain.FulfillmentOptionImpl.setUseFlatRates(Boolean)",1,1,1,1
"org.broadleafcommerce.core.order.domain.GiftWrapOrderItemImpl.clone()",1,2,2,2
"org.broadleafcommerce.core.order.domain.GiftWrapOrderItemImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,2,3,3
"org.broadleafcommerce.core.order.domain.GiftWrapOrderItemImpl.equals(Object)",10,3,11,10
"org.broadleafcommerce.core.order.domain.GiftWrapOrderItemImpl.getWrappedItems()",1,1,1,1
"org.broadleafcommerce.core.order.domain.GiftWrapOrderItemImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.core.order.domain.GiftWrapOrderItemImpl.setWrappedItems(List<OrderItem>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderFactoryImpl.getNullOrder()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.addAddedOfferCode(OfferCode)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.addOfferCode(OfferCode)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.addOrderItem(OrderItem)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.assignOrderItemsFinalPrice()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.calculateSubTotal()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.containsSku(Sku)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.finalizeItemPrices()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getAddedOfferCodes()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getAdditionalOfferInformation()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getAuditable()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getCandidateOrderOffers()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getCurrency()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getCustomer()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getDiscreteOrderItems()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getEmailAddress()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getFulfillmentGroupAdjustmentsValue()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getFulfillmentGroups()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getFulfillmentStatus()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getHasOrderAdjustments()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getId()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getItemAdjustmentsValue()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getItemCount()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getLocale()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getName()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getOrderAdjustments()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getOrderAdjustmentsValue()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getOrderAttributes()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getOrderItems()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getOrderMessages()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getOrderNumber()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getPayments()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getStatus()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getSubTotal()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getSubmitDate()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getTaxOverride()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getTotal()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getTotalAdjustmentsValue()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getTotalAfterAppliedPayments()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getTotalFulfillmentCharges()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getTotalShipping()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.getTotalTax()",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.hasCategoryItem(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setAdditionalOfferInformation(Map<Offer, OfferInfo>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setAuditable(Auditable)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setCandidateOrderOffers(List<CandidateOrderOffer>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setCurrency(BroadleafCurrency)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setCustomer(Customer)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setEmailAddress(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setFulfillmentGroups(List<FulfillmentGroup>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setLocale(Locale)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setOrderAttributes(Map<String, OrderAttribute>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setOrderItems(List<OrderItem>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setOrderMessages(List<ActivityMessageDTO>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setOrderNumber(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setPayments(List<OrderPayment>)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setStatus(OrderStatus)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setSubTotal(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setSubmitDate(Date)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setTaxOverride(Boolean)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setTotal(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setTotalFulfillmentCharges(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setTotalShipping(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.setTotalTax(Money)",1,1,1,1
"org.broadleafcommerce.core.order.domain.NullOrderImpl.updatePrices()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,1,2,2
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.equals(Object)",5,1,5,5
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.getId()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.getName()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.getOrder()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.getValue()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.setOrder(Order)",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.setValue(String)",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderAttributeImpl.toString()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.addAddedOfferCode(OfferCode)",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.addOfferCode(OfferCode)",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.addOrderItem(OrderItem)",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.assignOrderItemsFinalPrice()",1,2,2,2
"org.broadleafcommerce.core.order.domain.OrderImpl.calculateSubTotal()",1,2,2,2
"org.broadleafcommerce.core.order.domain.OrderImpl.containsSku(Sku)",6,4,8,6
"org.broadleafcommerce.core.order.domain.OrderImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,5,6,6
"org.broadleafcommerce.core.order.domain.OrderImpl.equals(Object)",11,4,12,11
"org.broadleafcommerce.core.order.domain.OrderImpl.finalizeItemPrices()",1,2,2,2
"org.broadleafcommerce.core.order.domain.OrderImpl.getAddedOfferCodes()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.getAdditionalOfferInformation()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.getAuditable()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.getCandidateOrderOffers()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.getCurrency()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.getCurrencyCode()",2,2,2,2
"org.broadleafcommerce.core.order.domain.OrderImpl.getCustomer()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.getDiscreteOrderItems()",1,5,5,5
"org.broadleafcommerce.core.order.domain.OrderImpl.getEmailAddress()",1,1,1,1
"org.broadleafcommerce.core.order.domain.OrderImpl.getFulfillmentGroupAdjustmentsValue()",1,2,2,2
